Fecha;Representante;CódigoProducto;Unidades
11/11/14;Julio Vargas López;B016381QZA;2
11/11/14;Valentina Torres Vega;B01EYT1URO;3
11/11/14;Mariana Ruiz Cruz;B00K15Q2B0;1
11/11/14;Luis Torres Medina;B01LQV1YHO;1
11/11/14;Andrés Ramos Silva;B00F3J4B5S;1
11/11/14;Ana Paula Sánchez Vargas;B01LQV1YHO;3
11/11/14;Alejandro Ortega Salinas;B016381QZA;2
11/11/14;Sofía Castro Valdez;B018IZ0SWI;2
11/11/14;Lucía Pérez Guerra;B015YCRYZM;2
11/11/14;Sebastián Salazar Peña;B01LQV1YHO;1
11/11/14;Carolina Espinoza Ramírez;B01DZJFWNC;17
11/11/14;Manuel Rojas Cárdenas;B015YCRYZM;1
11/11/14;Gabriela Navarro Gómez;B00F3J4B5S;2
11/11/14;Andrés Soto Paredes;B01LQV1YHO;3
11/11/14;Víctor García Soto;B018IZ0SWI;2
11/11/14;Camila Paredes Delgado;B00K15Q2B0;2
11/11/14;Valeria Tapia Castro;B00NQGP42Y;2
11/11/14;Eduardo Morales Sánchez;B00K15Q2B0;2
11/11/14;María Fernández Vásquez;B00K15Q2B0;3
11/11/14;Jorge Huamán Flores;B01KBH547A;2
11/11/14;Daniela Chávez Paredes;B016381QZA;2
11/11/14;José López Ramírez;B01LQV1YHO;2
11/11/14;Ana María Vargas Vega;B018IZ0SWI;3
11/11/14;Carlos Rivera Castro;B00K15Q2B0;2
11/11/14;Brenda Torres Sánchez;B01DZJFWNC;1
11/11/14;Luis González López;B00F3J4B5S;3
11/11/14;Patricia Medina Vargas;B015YCRYZM;1
11/11/14;Miguel García Huamán;B018IZ0SWI;3
11/11/14;Adriana Rodríguez Silva;B018IZ0SWI;3
11/11/14;Juan Pérez Torres;B00F3J4B5S;2
11/11/14;Sofía Castro Salinas;B01EYT1URO;3
11/11/14;Diego Morales López;B01EYT1URO;3
11/11/14;Mariana Rojas Medina;B00F3J4B5S;2
11/11/14;Alejandro Soto Vásquez;B016381QZA;2
11/11/14;Valentina Vega Ruiz;B016381QZA;2
11/11/14;Andrés Gómez Paredes;B00NQGP42Y;1
11/11/14;Gabriela Huamán Castro;B01KBH547A;3
12/11/14;Eduardo Torres López;B016381QZA;2
12/11/14;Carla Medina Vargas;B00K15Q2B0;1
12/11/14;Ricardo García Huerta;B01KBH547A;1
12/11/14;Laura Chávez Castro;B00NQGP42Y;2
12/11/14;Carlos González Ruiz;B00K15Q2B0;3
12/11/14;Silvia Castro López;B00K15Q2B0;3
12/11/14;Juan Carlos Rodríguez Medina;B01LQV1YHO;2
12/11/14;Luisa Fernández Vargas;B00NQGP42Y;1
12/11/14;José Morales Huamán;B00F3J4B5S;22
12/11/14;Ana Paula Rojas Torres;B00F3J4B5S;2
12/11/14;Miguel Ángel Vega López;B00F3J4B5S;3
12/11/14;Carla García Castro;B00NQGP42Y;18
12/11/14;Eduardo Castro Ruiz;B00J0O5J4Y;2
12/11/14;Gabriela Ramírez Vargas;B018IZ0SWI;1
12/11/14;Ricardo Gómez Medina;B016381QZA;1
12/11/14;Laura Flores Salazar;B00K15Q2B0;3
12/11/14;Juan Carlos Rodríguez Delgado;B00F3J4B5S;2
12/11/14;Luisa García Vásquez;B00NQGP42Y;1
12/11/14;Ana María Castro Salinas;B015YCRYZM;3
12/11/14;Ana María Castro Chávez;B00NQGP42Y;2
12/11/14;Laura Flores Guzmán;B01DZJFWNC;17
12/11/14;Carlos González Medina;B00NQGP42Y;3
12/11/14;Miguel Ángel Vega Torres;B00J0O5J4Y;2
12/11/14;Rafaela Cáceres Castro;B01DZJFWNC;3
12/11/14;Carla Fernández Mendoza;B018IZ0SWI;3
12/11/14;Adrián Vega Ruiz;B015YCRYZM;1
12/11/14;Diego Morales Castro;B01KBH547A;1
12/11/14;Ricardo Gómez Vargas;B018IZ0SWI;2
12/11/14;Silvia Ramírez Rivera;B018IZ0SWI;3
12/11/14;Eduardo Cáceres Salazar;B01DZJFWNC;2
12/11/14;Juan Carlos Rodríguez Huamán;B01KBH547A;1
12/11/14;Gabriela Rojas Huerta;B01DZJFWNC;1
12/11/14;Verónica Quispe Rodríguez;B01LQV1YHO;3
12/11/14;Julio Vargas López;B018IZ0SWI;1
12/11/14;Valentina Torres Vega;B00NQGP42Y;1
12/11/14;Mariana Ruiz Cruz;B00J0O5J4Y;3
12/11/14;Luis Torres Medina;B01KBH547A;2
12/11/14;Andrés Ramos Silva;B01KBH547A;2
12/11/14;Ana Paula Sánchez Vargas;B01KBH547A;1
12/11/14;Alejandro Ortega Salinas;B016B7INC2;1
12/11/14;Sofía Castro Valdez;B016381QZA;2
12/11/14;Lucía Pérez Guerra;B016381QZA;3
12/11/14;Sebastián Salazar Peña;B01LQV1YHO;2
12/11/14;Carolina Espinoza Ramírez;B015YCRYZM;2
12/11/14;Manuel Rojas Cárdenas;B00J0O5J4Y;4
12/11/14;Gabriela Navarro Gómez;B00K15Q2B0;2
12/11/14;Andrés Soto Paredes;B01EYT1URO;2
12/11/14;Víctor García Soto;B00F3J4B5S;2
12/11/14;Camila Paredes Delgado;B016381QZA;2
12/11/14;Valeria Tapia Castro;B01DZJFWNC;3
12/11/14;Eduardo Morales Sánchez;B018IZ0SWI;2
12/11/14;María Fernández Vásquez;B00NQGP42Y;3
12/11/14;Jorge Huamán Flores;B00F3J4B5S;3
12/11/14;Daniela Chávez Paredes;B018IZ0SWI;2
12/11/14;José López Ramírez;B01DZJFWNC;1
12/11/14;Ana María Vargas Vega;B016B7INC2;2
13/11/14;Carlos Rivera Castro;B01EYT1URO;3
13/11/14;Brenda Torres Sánchez;B016381QZA;2
13/11/14;Luis González López;B018IZ0SWI;3
13/11/14;Patricia Medina Vargas;B016381QZA;2
13/11/14;Miguel García Huamán;B01EYT1URO;24
13/11/14;Adriana Rodríguez Silva;B018IZ0SWI;2
13/11/14;Juan Pérez Torres;B015YCRYZM;2
13/11/14;Sofía Castro Salinas;B00K15Q2B0;1
13/11/14;Diego Morales López;B01LQV1YHO;1
13/11/14;Mariana Rojas Medina;B01KBH547A;1
13/11/14;Alejandro Soto Vásquez;B00K15Q2B0;1
13/11/14;Valentina Vega Ruiz;B00K15Q2B0;3
13/11/14;Andrés Gómez Paredes;B01DZJFWNC;1
13/11/14;Gabriela Huamán Castro;B015YCRYZM;10
13/11/14;Eduardo Torres López;B01KBH547A;3
13/11/14;Carla Medina Vargas;B01KBH547A;21
13/11/14;Ricardo García Huerta;B01LQV1YHO;1
13/11/14;Laura Chávez Castro;B015YCRYZM;4
13/11/14;Carlos González Ruiz;B00F3J4B5S;2
13/11/14;Silvia Castro López;B01KBH547A;2
13/11/14;Juan Carlos Rodríguez Medina;B00NQGP42Y;17
13/11/14;Luisa Fernández Vargas;B00K15Q2B0;2
13/11/14;José Morales Huamán;B01DZJFWNC;1
13/11/14;Ana Paula Rojas Torres;B01KBH547A;3
13/11/14;Miguel Ángel Vega López;B016B7INC2;2
13/11/14;Carla García Castro;B018IZ0SWI;2
13/11/14;Eduardo Castro Ruiz;B00J0O5J4Y;3
13/11/14;Gabriela Ramírez Vargas;B015YCRYZM;1
13/11/14;Ricardo Gómez Medina;B00K15Q2B0;1
13/11/14;Laura Flores Salazar;B01LQV1YHO;2
13/11/14;Juan Carlos Rodríguez Delgado;B01DZJFWNC;2
13/11/14;Luisa García Vásquez;B00K15Q2B0;3
13/11/14;Ana María Castro Salinas;B015YCRYZM;4
13/11/14;Ana María Castro Chávez;B018IZ0SWI;2
13/11/14;Laura Flores Guzmán;B01EYT1URO;24
13/11/14;Carlos González Medina;B018IZ0SWI;3
13/11/14;Miguel Ángel Vega Torres;B00F3J4B5S;2
13/11/14;Rafaela Cáceres Castro;B01KBH547A;1
13/11/14;Carla Fernández Mendoza;B00F3J4B5S;5
13/11/14;Adrián Vega Ruiz;B01DZJFWNC;1
13/11/14;Diego Morales Castro;B00F3J4B5S;2
13/11/14;Ricardo Gómez Vargas;B00J0O5J4Y;2
13/11/14;Luisa García López;B00J0O5J4Y;23
13/11/14;Juan Carlos Rodríguez Huamán;B018IZ0SWI;9
14/11/14;Ana María Castro Chávez;B01EYT1URO;3
14/11/14;Miguel Ángel Vega Torres;B00F3J4B5S;5
14/11/14;Carla Fernández Mendoza;B01KBH547A;2
14/11/14;Ricardo Gómez Vargas;B00K15Q2B0;2
14/11/14;Silvia Ramírez Rivera;B01DZJFWNC;13
14/11/14;Diego Morales Castro;B016B7INC2;18
14/11/14;Gabriela Rojas Huerta;B01EYT1URO;3
14/11/14;Eduardo Cáceres Salazar;B018IZ0SWI;2
14/11/14;Verónica Quispe Rodríguez;B00NQGP42Y;2
14/11/14;Carlos González Medina;B00F3J4B5S;4
14/11/14;Laura Flores Guzmán;B01KBH547A;3
14/11/14;Julio Vargas López;B00F3J4B5S;3
14/11/14;Valentina Torres Vega;B00NQGP42Y;3
14/11/14;Andrés Ramos Silva;B018IZ0SWI;3
14/11/14;Mariana Ruiz Cruz;B018IZ0SWI;3
14/11/14;Luis Torres Medina;B00K15Q2B0;1
14/11/14;Ana Paula Sánchez Vargas;B00K15Q2B0;2
14/11/14;Rafaela Cáceres Castro;B00NQGP42Y;2
14/11/14;Alejandro Ortega Salinas;B018IZ0SWI;1
14/11/14;Camila Paredes Delgado;B01DZJFWNC;3
14/11/14;Víctor García Soto;B015YCRYZM;2
14/11/14;Sofía Castro Valdez;B01KBH547A;1
14/11/14;Adrián Vega Ruiz;B00NQGP42Y;3
14/11/14;Lucía Pérez Guerra;B00J0O5J4Y;3
14/11/14;Sebastián Salazar Peña;B01EYT1URO;2
14/11/14;Carolina Espinoza Ramírez;B00F3J4B5S;3
14/11/14;Manuel Rojas Cárdenas;B00K15Q2B0;3
14/11/14;Gabriela Navarro Gómez;B00F3J4B5S;1
14/11/14;Andrés Soto Paredes;B01LQV1YHO;3
14/11/14;Valeria Tapia Castro;B01DZJFWNC;2
14/11/14;Eduardo Morales Sánchez;B018IZ0SWI;1
14/11/14;María Fernández Vásquez;B00NQGP42Y;1
14/11/14;Jorge Huamán Flores;B01KBH547A;2
14/11/14;Daniela Chávez Paredes;B00F3J4B5S;2
14/11/14;José López Ramírez;B018IZ0SWI;4
14/11/14;Ana María Vargas Vega;B015YCRYZM;1
14/11/14;Carlos Rivera Castro;B00F3J4B5S;3
14/11/14;Brenda Torres Sánchez;B016381QZA;3
14/11/14;Luis González López;B00NQGP42Y;1
14/11/14;Patricia Medina Vargas;B01EYT1URO;3
14/11/14;Miguel García Huamán;B00K15Q2B0;1
14/11/14;Adriana Rodríguez Silva;B018IZ0SWI;2
14/11/14;Juan Pérez Torres;B00NQGP42Y;3
14/11/14;Sofía Castro Salinas;B018IZ0SWI;3
14/11/14;Diego Morales López;B016B7INC2;1
14/11/14;Mariana Rojas Medina;B01KBH547A;2
14/11/14;Alejandro Soto Vásquez;B00NQGP42Y;1
14/11/14;Valentina Vega Ruiz;B018IZ0SWI;2
14/11/14;Andrés Gómez Paredes;B00K15Q2B0;2
14/11/14;Gabriela Huamán Castro;B018IZ0SWI;3
14/11/14;Eduardo Torres López;B018IZ0SWI;1
14/11/14;Carla Medina Vargas;B016381QZA;1
14/11/14;Ricardo García Huerta;B015YCRYZM;3
14/11/14;Laura Chávez Castro;B01DZJFWNC;3
14/11/14;Carlos González Ruiz;B015YCRYZM;3
14/11/14;Silvia Castro López;B01KBH547A;1
14/11/14;Juan Carlos Rodríguez Medina;B01KBH547A;2
14/11/14;Luisa Fernández Vargas;B018IZ0SWI;5
14/11/14;José Morales Huamán;B01DZJFWNC;3
14/11/14;Ana Paula Rojas Torres;B01KBH547A;1
14/11/14;Miguel Ángel Vega López;B018IZ0SWI;1
14/11/14;Carla García Castro;B00NQGP42Y;1
14/11/14;Eduardo Castro Ruiz;B01EYT1URO;1
14/11/14;Gabriela Ramírez Vargas;B00K15Q2B0;2
14/11/14;Ricardo Gómez Medina;B00K15Q2B0;3
15/11/14;Laura Flores Salazar;B01LQV1YHO;2
15/11/14;Juan Carlos Rodríguez Delgado;B01KBH547A;2
15/11/14;Luisa García Vásquez;B01EYT1URO;2
15/11/14;Ana María Castro Salinas;B00F3J4B5S;2
15/11/14;Ana María Castro Chávez;B01LQV1YHO;13
15/11/14;Laura Flores Guzmán;B018IZ0SWI;1
15/11/14;Carlos González Medina;B00J0O5J4Y;2
15/11/14;Miguel Ángel Vega Torres;B01DZJFWNC;2
15/11/14;Rafaela Cáceres Castro;B00F3J4B5S;2
15/11/14;Carla Fernández Mendoza;B00K15Q2B0;2
15/11/14;Adrián Vega Ruiz;B016B7INC2;3
15/11/14;Diego Morales Castro;B016381QZA;2
15/11/14;Ricardo Gómez Vargas;B018IZ0SWI;1
15/11/14;Silvia Ramírez Rivera;B018IZ0SWI;2
15/11/14;Eduardo Cáceres Salazar;B00K15Q2B0;3
15/11/14;Juan Carlos Rodríguez Huamán;B01DZJFWNC;4
15/11/14;Gabriela Rojas Huerta;B01EYT1URO;1
15/11/14;Verónica Quispe Rodríguez;B00F3J4B5S;3
15/11/14;Julio Vargas López;B01KBH547A;3
15/11/14;Valentina Torres Vega;B01LQV1YHO;3
15/11/14;Mariana Ruiz Cruz;B00K15Q2B0;2
15/11/14;Luis Torres Medina;B00F3J4B5S;3
15/11/14;Andrés Ramos Silva;B00K15Q2B0;3
15/11/14;Ana Paula Sánchez Vargas;B00K15Q2B0;2
15/11/14;Alejandro Ortega Salinas;B01KBH547A;2
15/11/14;Sofía Castro Valdez;B01KBH547A;3
15/11/14;Lucía Pérez Guerra;B00J0O5J4Y;2
15/11/14;Sebastián Salazar Peña;B015YCRYZM;1
15/11/14;Carolina Espinoza Ramírez;B01KBH547A;2
15/11/14;Manuel Rojas Cárdenas;B01KBH547A;1
15/11/14;Gabriela Navarro Gómez;B00F3J4B5S;9
15/11/14;Andrés Soto Paredes;B00F3J4B5S;1
15/11/14;Víctor García Soto;B00F3J4B5S;1
15/11/14;Camila Paredes Delgado;B01KBH547A;2
15/11/14;Valeria Tapia Castro;B018IZ0SWI;3
15/11/14;Eduardo Morales Sánchez;B01LQV1YHO;3
15/11/14;María Fernández Vásquez;B00F3J4B5S;1
15/11/14;Jorge Huamán Flores;B016381QZA;2
15/11/14;Daniela Chávez Paredes;B00K15Q2B0;1
15/11/14;José López Ramírez;B01KBH547A;3
15/11/14;Ana María Vargas Vega;B018IZ0SWI;3
15/11/14;Carlos Rivera Castro;B00F3J4B5S;1
15/11/14;Brenda Torres Sánchez;B01LQV1YHO;3
15/11/14;Luis González López;B01DZJFWNC;14
15/11/14;Patricia Medina Vargas;B018IZ0SWI;3
15/11/14;Miguel García Huamán;B00K15Q2B0;1
15/11/14;Adriana Rodríguez Silva;B01DZJFWNC;3
15/11/14;Juan Pérez Torres;B01EYT1URO;1
15/11/14;Sofía Castro Salinas;B00NQGP42Y;2
15/11/14;Diego Morales López;B01KBH547A;2
15/11/14;Mariana Rojas Medina;B018IZ0SWI;4
15/11/14;Alejandro Soto Vásquez;B015YCRYZM;1
15/11/14;Valentina Vega Ruiz;B01DZJFWNC;1
15/11/14;Andrés Gómez Paredes;B00NQGP42Y;2
15/11/14;Gabriela Huamán Castro;B00F3J4B5S;1
15/11/14;Eduardo Torres López;B01KBH547A;1
15/11/14;Carla Medina Vargas;B00K15Q2B0;2
15/11/14;Ricardo García Huerta;B016381QZA;3
15/11/14;Laura Chávez Castro;B00K15Q2B0;2
15/11/14;Carlos González Ruiz;B01KBH547A;2
15/11/14;Silvia Castro López;B018IZ0SWI;2
15/11/14;Juan Carlos Rodríguez Medina;B01KBH547A;2
15/11/14;Luisa Fernández Vargas;B00F3J4B5S;3
15/11/14;José Morales Huamán;B018IZ0SWI;1
15/11/14;Ana Paula Rojas Torres;B00F3J4B5S;3
15/11/14;Miguel Ángel Vega López;B00F3J4B5S;1
15/11/14;Carla García Castro;B01EYT1URO;1
15/11/14;Eduardo Castro Ruiz;B01DZJFWNC;3
16/11/14;Gabriela Ramírez Vargas;B01DZJFWNC;11
16/11/14;Ricardo Gómez Medina;B016B7INC2;2
16/11/14;Laura Flores Salazar;B018IZ0SWI;3
16/11/14;Juan Carlos Rodríguez Delgado;B01KBH547A;14
16/11/14;Luisa García Vásquez;B018IZ0SWI;2
16/11/14;Ana María Castro Salinas;B018IZ0SWI;3
16/11/14;Ana María Castro Chávez;B018IZ0SWI;3
16/11/14;Laura Flores Guzmán;B00F3J4B5S;4
16/11/14;Carlos González Medina;B01DZJFWNC;3
16/11/14;Miguel Ángel Vega Torres;B00F3J4B5S;18
16/11/14;Rafaela Cáceres Castro;B00NQGP42Y;3
16/11/14;Carla Fernández Mendoza;B016B7INC2;2
16/11/14;Adrián Vega Ruiz;B01DZJFWNC;2
16/11/14;Diego Morales Castro;B016B7INC2;3
16/11/14;Ricardo Gómez Vargas;B01KBH547A;1
16/11/14;Silvia Ramírez Rivera;B018IZ0SWI;3
16/11/14;Eduardo Cáceres Salazar;B00K15Q2B0;2
16/11/14;Juan Carlos Rodríguez Huamán;B00NQGP42Y;3
16/11/14;Gabriela Rojas Huerta;B016B7INC2;12
16/11/14;Verónica Quispe Rodríguez;B00F3J4B5S;16
16/11/14;Julio Vargas López;B00NQGP42Y;3
16/11/14;Valentina Torres Vega;B016381QZA;3
16/11/14;Mariana Ruiz Cruz;B01EYT1URO;2
16/11/14;Luis Torres Medina;B00NQGP42Y;4
16/11/14;Andrés Ramos Silva;B016381QZA;1
16/11/14;Ana Paula Sánchez Vargas;B01KBH547A;3
16/11/14;Alejandro Ortega Salinas;B016381QZA;3
16/11/14;Sofía Castro Valdez;B01KBH547A;3
16/11/14;Lucía Pérez Guerra;B00K15Q2B0;2
16/11/14;Sebastián Salazar Peña;B018IZ0SWI;1
16/11/14;Carolina Espinoza Ramírez;B00NQGP42Y;3
16/11/14;Manuel Rojas Cárdenas;B01DZJFWNC;2
16/11/14;Gabriela Navarro Gómez;B018IZ0SWI;1
16/11/14;Andrés Soto Paredes;B00NQGP42Y;3
16/11/14;Víctor García Soto;B00NQGP42Y;2
16/11/14;Camila Paredes Delgado;B015YCRYZM;2
16/11/14;Valeria Tapia Castro;B00K15Q2B0;2
16/11/14;Eduardo Morales Sánchez;B00NQGP42Y;2
16/11/14;María Fernández Vásquez;B015YCRYZM;2
16/11/14;Jorge Huamán Flores;B01DZJFWNC;3
16/11/14;Daniela Chávez Paredes;B015YCRYZM;3
16/11/14;José López Ramírez;B00K15Q2B0;1
16/11/14;Ana María Vargas Vega;B00J0O5J4Y;3
16/11/14;Carlos Rivera Castro;B00NQGP42Y;2
16/11/14;Brenda Torres Sánchez;B01EYT1URO;2
16/11/14;Luis González López;B00F3J4B5S;1
16/11/14;Patricia Medina Vargas;B00F3J4B5S;2
16/11/14;Miguel García Huamán;B01EYT1URO;9
16/11/14;Adriana Rodríguez Silva;B00NQGP42Y;2
16/11/14;Juan Pérez Torres;B01EYT1URO;2
16/11/14;Sofía Castro Salinas;B016381QZA;12
16/11/14;Diego Morales López;B01DZJFWNC;21
16/11/14;Mariana Rojas Medina;B01EYT1URO;2
16/11/14;Alejandro Soto Vásquez;B00F3J4B5S;3
16/11/14;Valentina Vega Ruiz;B00NQGP42Y;2
16/11/14;Andrés Gómez Paredes;B00NQGP42Y;2
16/11/14;Gabriela Huamán Castro;B00J0O5J4Y;2
16/11/14;Eduardo Torres López;B018IZ0SWI;2
16/11/14;Carla Medina Vargas;B018IZ0SWI;2
16/11/14;Ricardo García Huerta;B01EYT1URO;3
17/11/14;Laura Chávez Castro;B01LQV1YHO;1
17/11/14;Carlos González Ruiz;B00F3J4B5S;2
17/11/14;Silvia Castro López;B00F3J4B5S;3
17/11/14;Juan Carlos Rodríguez Medina;B01EYT1URO;4
17/11/14;Luisa Fernández Vargas;B01KBH547A;2
17/11/14;José Morales Huamán;B018IZ0SWI;2
17/11/14;Ana Paula Rojas Torres;B016381QZA;3
17/11/14;Miguel Ángel Vega López;B00K15Q2B0;2
17/11/14;Carla García Castro;B01KBH547A;1
17/11/14;Eduardo Castro Ruiz;B00K15Q2B0;1
17/11/14;Gabriela Ramírez Vargas;B00F3J4B5S;2
17/11/14;Ricardo Gómez Medina;B00F3J4B5S;3
17/11/14;Laura Flores Salazar;B01KBH547A;3
17/11/14;Juan Carlos Rodríguez Delgado;B01DZJFWNC;3
17/11/14;Luisa García Vásquez;B00F3J4B5S;3
17/11/14;Ana María Castro Salinas;B01DZJFWNC;1
17/11/14;Ana María Castro Chávez;B01KBH547A;2
17/11/14;Laura Flores Guzmán;B00F3J4B5S;3
17/11/14;Carlos González Medina;B018IZ0SWI;5
17/11/14;Miguel Ángel Vega Torres;B01KBH547A;2
17/11/14;Rafaela Cáceres Castro;B00J0O5J4Y;2
17/11/14;Carla Fernández Mendoza;B015YCRYZM;2
17/11/14;Adrián Vega Ruiz;B015YCRYZM;3
17/11/14;Diego Morales Castro;B00NQGP42Y;1
17/11/14;Ricardo Gómez Vargas;B016381QZA;1
17/11/14;Silvia Ramírez Rivera;B01EYT1URO;4
17/11/14;Eduardo Cáceres Salazar;B01EYT1URO;4
17/11/14;Juan Carlos Rodríguez Huamán;B01LQV1YHO;3
17/11/14;Gabriela Rojas Huerta;B016381QZA;4
17/11/14;Verónica Quispe Rodríguez;B00J0O5J4Y;2
17/11/14;Julio Vargas López;B00NQGP42Y;1
17/11/14;Valentina Torres Vega;B016381QZA;3
17/11/14;Mariana Ruiz Cruz;B01KBH547A;2
17/11/14;Luis Torres Medina;B01EYT1URO;2
17/11/14;Andrés Ramos Silva;B00K15Q2B0;1
17/11/14;Ana Paula Sánchez Vargas;B00K15Q2B0;1
17/11/14;Alejandro Ortega Salinas;B00NQGP42Y;2
17/11/14;Sofía Castro Valdez;B01LQV1YHO;1
17/11/14;Lucía Pérez Guerra;B00NQGP42Y;4
17/11/14;Sebastián Salazar Peña;B01EYT1URO;1
17/11/14;Carolina Espinoza Ramírez;B00K15Q2B0;2
17/11/14;Manuel Rojas Cárdenas;B016381QZA;21
17/11/14;Gabriela Navarro Gómez;B00K15Q2B0;2
17/11/14;Andrés Soto Paredes;B018IZ0SWI;2
17/11/14;Víctor García Soto;B016B7INC2;3
17/11/14;Camila Paredes Delgado;B018IZ0SWI;2
17/11/14;Valeria Tapia Castro;B01DZJFWNC;3
17/11/14;Eduardo Morales Sánchez;B01KBH547A;1
17/11/14;María Fernández Vásquez;B018IZ0SWI;2
17/11/14;Jorge Huamán Flores;B018IZ0SWI;4
17/11/14;Daniela Chávez Paredes;B00F3J4B5S;2
17/11/14;José López Ramírez;B01KBH547A;19
17/11/14;Ana María Vargas Vega;B01LQV1YHO;1
17/11/14;Carlos Rivera Castro;B00K15Q2B0;2
17/11/14;Brenda Torres Sánchez;B00K15Q2B0;1
17/11/14;Luis González López;B016381QZA;1
17/11/14;Patricia Medina Vargas;B016381QZA;2
17/11/14;Miguel García Huamán;B018IZ0SWI;2
17/11/14;Adriana Rodríguez Silva;B018IZ0SWI;19
17/11/14;Juan Pérez Torres;B018IZ0SWI;4
17/11/14;Sofía Castro Salinas;B016381QZA;2
17/11/14;Diego Morales López;B018IZ0SWI;3
17/11/14;Mariana Rojas Medina;B016B7INC2;1
17/11/14;Alejandro Soto Vásquez;B01LQV1YHO;2
17/11/14;Valentina Vega Ruiz;B01DZJFWNC;23
17/11/14;Andrés Gómez Paredes;B01KBH547A;3
18/11/14;Gabriela Huamán Castro;B00K15Q2B0;3
18/11/14;Eduardo Torres López;B01KBH547A;3
18/11/14;Carla Medina Vargas;B00K15Q2B0;3
18/11/14;Ricardo García Huerta;B00K15Q2B0;3
18/11/14;Laura Chávez Castro;B00F3J4B5S;1
18/11/14;Carlos González Ruiz;B01KBH547A;1
18/11/14;Silvia Castro López;B01DZJFWNC;2
18/11/14;Juan Carlos Rodríguez Medina;B00NQGP42Y;1
18/11/14;Luisa Fernández Vargas;B016B7INC2;3
18/11/14;José Morales Huamán;B01LQV1YHO;16
18/11/14;Ana Paula Rojas Torres;B00NQGP42Y;2
18/11/14;Miguel Ángel Vega López;B00F3J4B5S;3
18/11/14;Carla García Castro;B01DZJFWNC;3
18/11/14;Eduardo Castro Ruiz;B01KBH547A;1
18/11/14;Gabriela Ramírez Vargas;B01DZJFWNC;1
18/11/14;Ricardo Gómez Medina;B01LQV1YHO;3
18/11/14;Laura Flores Salazar;B00F3J4B5S;1
18/11/14;Juan Carlos Rodríguez Delgado;B00J0O5J4Y;1
18/11/14;Luisa García Vásquez;B016381QZA;4
18/11/14;Ana María Castro Salinas;B018IZ0SWI;2
18/11/14;Ana María Castro Chávez;B018IZ0SWI;3
18/11/14;Laura Flores Guzmán;B00F3J4B5S;1
18/11/14;Carlos González Medina;B00K15Q2B0;3
18/11/14;Miguel Ángel Vega Torres;B01EYT1URO;1
18/11/14;Rafaela Cáceres Castro;B00K15Q2B0;3
18/11/14;Carla Fernández Mendoza;B00F3J4B5S;3
18/11/14;Adrián Vega Ruiz;B018IZ0SWI;2
18/11/14;Diego Morales Castro;B01KBH547A;24
18/11/14;Ricardo Gómez Vargas;B00NQGP42Y;2
18/11/14;Silvia Ramírez Rivera;B00F3J4B5S;1
18/11/14;Eduardo Cáceres Salazar;B00J0O5J4Y;2
18/11/14;Juan Carlos Rodríguez Huamán;B00NQGP42Y;3
18/11/14;Gabriela Rojas Huerta;B01KBH547A;2
18/11/14;Verónica Quispe Rodríguez;B00NQGP42Y;1
18/11/14;Julio Vargas López;B018IZ0SWI;4
18/11/14;Valentina Torres Vega;B018IZ0SWI;1
18/11/14;Mariana Ruiz Cruz;B018IZ0SWI;4
18/11/14;Luis Torres Medina;B01KBH547A;2
18/11/14;Andrés Ramos Silva;B016B7INC2;2
18/11/14;Ana Paula Sánchez Vargas;B01KBH547A;19
18/11/14;Alejandro Ortega Salinas;B00F3J4B5S;1
18/11/14;Sofía Castro Valdez;B01LQV1YHO;2
18/11/14;Lucía Pérez Guerra;B00F3J4B5S;1
18/11/14;Sebastián Salazar Peña;B01DZJFWNC;2
18/11/14;Carolina Espinoza Ramírez;B018IZ0SWI;2
18/11/14;Manuel Rojas Cárdenas;B016B7INC2;1
18/11/14;Gabriela Navarro Gómez;B01LQV1YHO;3
18/11/14;Andrés Soto Paredes;B016381QZA;2
18/11/14;Víctor García Soto;B00NQGP42Y;2
18/11/14;Camila Paredes Delgado;B00F3J4B5S;2
18/11/14;Valeria Tapia Castro;B00NQGP42Y;2
18/11/14;Eduardo Morales Sánchez;B01KBH547A;2
18/11/14;María Fernández Vásquez;B00NQGP42Y;3
18/11/14;Jorge Huamán Flores;B018IZ0SWI;4
18/11/14;Daniela Chávez Paredes;B018IZ0SWI;1
18/11/14;José López Ramírez;B016381QZA;2
18/11/14;Ana María Vargas Vega;B00K15Q2B0;1
18/11/14;Carlos Rivera Castro;B01DZJFWNC;3
18/11/14;Brenda Torres Sánchez;B00NQGP42Y;3
18/11/14;Luis González López;B018IZ0SWI;1
18/11/14;Patricia Medina Vargas;B00K15Q2B0;1
18/11/14;Miguel García Huamán;B00F3J4B5S;1
18/11/14;Adriana Rodríguez Silva;B00J0O5J4Y;2
18/11/14;Juan Pérez Torres;B016381QZA;1
18/11/14;Sofía Castro Salinas;B00J0O5J4Y;2
18/11/14;Diego Morales López;B00NQGP42Y;3
18/11/14;Mariana Rojas Medina;B01DZJFWNC;1
18/11/14;Alejandro Soto Vásquez;B015YCRYZM;2
18/11/14;Valentina Vega Ruiz;B016B7INC2;3
18/11/14;Andrés Gómez Paredes;B01KBH547A;3
18/11/14;Gabriela Huamán Castro;B01KBH547A;21
18/11/14;Eduardo Torres López;B00F3J4B5S;3
18/11/14;Carla Medina Vargas;B00NQGP42Y;4
18/11/14;Ricardo García Huerta;B01EYT1URO;3
